account_id,client_id,account_type,base_currency,opened_date,status
A000000374,C00000251,PRIME_BROKERAGE,USD,2023-03-07,ACTIVE
A000000375,C00000815,CASH,USD,2024-06-13,ACTIVE
A000000376,C00000518,CUSTODY,EUR,2021-11-01,ACTIVE
A000000377,C00000898,MARGIN,USD,2016-11-20,ACTIVE
A000000378,C00000568,PRIME_BROKERAGE,USD,2024-01-05,ACTIVE
A000000379,C00000035,PRIME_BROKERAGE,USD,2022-07-14,FROZEN
A000000380,C00000136,MARGIN,EUR,2017-07-28,ACTIVE
A000000381,C00000363,CASH,EUR,2020-11-11,ACTIVE
A000000382,C00000122,CASH,JPY,2018-09-23,ACTIVE
A000000383,C00000632,CASH,GBP,2024-08-15,ACTIVE
A000000384,C00000364,CUSTODY,HKD,2016-03-10,ACTIVE
A000000385,C00000447,CASH,USD,2023-04-05,ACTIVE
A000000386,C00000742,PRIME_BROKERAGE,HKD,2014-11-08,ACTIVE
A000000387,C00000918,CASH,EUR,2016-02-08,ACTIVE
A000000388,C00000450,CASH,GBP,2020-01-05,ACTIVE
A000000389,C00000100,CASH,USD,2025-03-12,ACTIVE
A000000390,C00000919,MARGIN,EUR,2016-09-15,ACTIVE
A000000391,C00000394,CASH,USD,2023-01-24,ACTIVE
A000000392,C00000968,PRIME_BROKERAGE,CAD,2021-07-21,ACTIVE
A000000393,C00000285,MARGIN,EUR,2024-01-18,ACTIVE
A000000394,C00000170,CASH,USD,2016-06-07,ACTIVE
A000000395,C00000174,CASH,HKD,2023-11-24,ACTIVE
A000000396,C00000683,CASH,USD,2014-11-13,ACTIVE
A000000397,C00000029,MARGIN,USD,2021-11-25,ACTIVE
A000000398,C00000853,PRIME_BROKERAGE,USD,2019-12-16,ACTIVE
A000000399,C00000585,MARGIN,USD,2023-06-13,ACTIVE
A000000400,C00000303,CUSTODY,GBP,2023-08-03,ACTIVE
A000000401,C00000443,MARGIN,USD,2023-03-18,FROZEN
A000000402,C00000750,MARGIN,CAD,2024-07-03,ACTIVE
A000000403,C00000228,PRIME_BROKERAGE,USD,2014-11-27,ACTIVE
A000000404,C00000465,MARGIN,EUR,2024-08-13,ACTIVE
A000000405,C00000323,PRIME_BROKERAGE,USD,2024-01-10,ACTIVE
A000000406,C00000814,MARGIN,USD,2025-06-24,ACTIVE
A000000407,C00000643,CASH,USD,2017-11-03,ACTIVE
A000000408,C00000226,MARGIN,USD,2022-11-18,ACTIVE
A000000409,C00000192,PRIME_BROKERAGE,USD,2021-10-28,ACTIVE
A000000410,C00000091,CUSTODY,JPY,2021-06-22,ACTIVE
A000000411,C00000069,MARGIN,EUR,2022-04-13,ACTIVE
A000000412,C00000705,CASH,USD,2021-01-05,ACTIVE
A000000413,C00000496,MARGIN,CAD,2019-07-19,ACTIVE
A000000414,C00000897,CASH,USD,2017-06-25,ACTIVE
A000000415,C00000557,MARGIN,USD,2023-10-04,CLOSED
A000000416,C00000919,PRIME_BROKERAGE,USD,2016-03-31,ACTIVE
A000000417,C00000679,MARGIN,USD,2019-02-15,ACTIVE
A000000418,C00000356,MARGIN,GBP,2015-06-06,ACTIVE
A000000419,C00000885,MARGIN,USD,2021-01-04,ACTIVE
A000000420,C00000275,MARGIN,HKD,2017-02-07,ACTIVE
A000000421,C00000791,CASH,EUR,2017-01-20,ACTIVE
A000000422,C00000453,MARGIN,USD,2025-01-19,ACTIVE
A000000423,C00000746,CASH,EUR,2025-04-03,ACTIVE
A000000424,C00000420,CASH,JPY,2021-08-26,ACTIVE
A000000425,C00000113,CUSTODY,EUR,2018-11-19,ACTIVE
A000000426,C00000553,CASH,GBP,2017-10-09,ACTIVE
A000000427,C00000722,CASH,USD,2024-11-08,ACTIVE
A000000428,C00000532,CASH,EUR,2022-10-03,ACTIVE
A000000429,C00000406,PRIME_BROKERAGE,USD,2022-08-28,ACTIVE
A000000430,C00000340,MARGIN,EUR,2020-09-12,ACTIVE
A000000431,C00000037,PRIME_BROKERAGE,GBP,2014-06-20,ACTIVE
A000000432,C00000408,PRIME_BROKERAGE,USD,2019-12-05,ACTIVE
A000000433,C00000236,MARGIN,EUR,2025-07-09,ACTIVE
A000000434,C00000127,PRIME_BROKERAGE,USD,2017-04-16,ACTIVE
A000000435,C00000759,PRIME_BROKERAGE,JPY,2024-07-24,ACTIVE
A000000436,C00000740,PRIME_BROKERAGE,GBP,2025-10-28,ACTIVE
A000000437,C00000851,MARGIN,HKD,2024-02-19,ACTIVE
A000000438,C00000812,CASH,JPY,2019-04-11,ACTIVE
A000000439,C00000436,MARGIN,USD,2020-02-17,ACTIVE
A000000440,C00000103,CASH,EUR,2015-09-15,ACTIVE
A000000441,C00000440,CASH,CAD,2020-01-12,ACTIVE
A000000442,C00000930,PRIME_BROKERAGE,EUR,2017-09-13,ACTIVE
A000000443,C00000509,PRIME_BROKERAGE,CAD,2023-11-06,ACTIVE
A000000444,C00000592,CUSTODY,USD,2021-01-26,ACTIVE
A000000445,C00000489,MARGIN,EUR,2018-10-27,ACTIVE
A000000446,C00000646,CUSTODY,USD,2022-06-25,ACTIVE
A000000447,C00000965,MARGIN,USD,2023-02-09,ACTIVE
A000000448,C00000859,MARGIN,GBP,2021-01-23,ACTIVE
A000000449,C00000506,CASH,USD,2018-09-13,ACTIVE
A000000450,C00000038,CASH,EUR,2017-02-27,ACTIVE
A000000451,C00000275,MARGIN,GBP,2015-04-26,ACTIVE
A000000452,C00000321,CUSTODY,USD,2015-12-06,ACTIVE
A000000453,C00000527,MARGIN,GBP,2024-06-13,ACTIVE
A000000454,C00000436,MARGIN,USD,2025-12-21,ACTIVE
A000000455,C00000767,CASH,USD,2023-09-23,ACTIVE
A000000456,C00000435,MARGIN,EUR,2014-07-06,ACTIVE
A000000457,C00000767,PRIME_BROKERAGE,USD,2026-01-26,ACTIVE
A000000458,C00000446,CUSTODY,GBP,2020-03-13,ACTIVE
A000000459,C00000630,PRIME_BROKERAGE,EUR,2022-07-22,ACTIVE
A000000460,C00000536,MARGIN,JPY,2017-12-13,ACTIVE
A000000461,C00000258,MARGIN,USD,2018-11-15,ACTIVE
A000000462,C00000738,CUSTODY,HKD,2022-08-05,ACTIVE
A000000463,C00000850,MARGIN,USD,2022-04-04,ACTIVE
A000000464,C00000069,CUSTODY,USD,2022-01-25,ACTIVE
A000000465,C00000097,MARGIN,USD,2024-11-27,ACTIVE
A000000466,C00000609,CASH,USD,2021-03-17,ACTIVE
A000000467,C00000015,CUSTODY,USD,2016-09-19,ACTIVE
A000000468,C00000314,CASH,GBP,2020-07-25,ACTIVE
A000000469,C00000657,MARGIN,USD,2022-11-10,ACTIVE
A000000470,C00000222,CASH,USD,2023-12-25,ACTIVE
A000000471,C00000535,MARGIN,GBP,2018-11-15,ACTIVE
A000000472,C00000874,MARGIN,USD,2015-08-29,ACTIVE
A000000473,C00000003,PRIME_BROKERAGE,CAD,2024-03-24,ACTIVE
A000000474,C00000630,CASH,USD,2026-04-09,ACTIVE
A000000475,C00000918,CUSTODY,USD,2016-06-01,ACTIVE
A000000476,C00000484,CASH,EUR,2023-08-25,ACTIVE
A000000477,C00000403,CASH,USD,2015-08-21,ACTIVE
A000000478,C00000859,MARGIN,EUR,2021-06-24,CLOSED
A000000479,C00000969,MARGIN,USD,2023-01-27,ACTIVE
A000000480,C00000574,MARGIN,EUR,2020-08-28,ACTIVE
A000000481,C00000572,PRIME_BROKERAGE,EUR,2022-04-14,ACTIVE
A000000482,C00000375,PRIME_BROKERAGE,GBP,2018-07-08,ACTIVE
A000000483,C00000219,MARGIN,JPY,2021-12-29,ACTIVE
A000000484,C00000184,CUSTODY,CAD,2021-11-19,ACTIVE
A000000485,C00000539,CASH,EUR,2018-11-29,ACTIVE
A000000486,C00000378,CUSTODY,EUR,2025-12-26,ACTIVE
A000000487,C00000035,MARGIN,EUR,2017-05-06,ACTIVE
A000000488,C00000713,PRIME_BROKERAGE,USD,2024-12-29,CLOSED
A000000489,C00000844,CASH,GBP,2015-09-20,FROZEN
A000000490,C00000648,MARGIN,USD,2023-12-12,ACTIVE
A000000491,C00000030,MARGIN,GBP,2022-04-23,ACTIVE
A000000492,C00000135,CASH,JPY,2023-08-07,ACTIVE
A000000493,C00000653,PRIME_BROKERAGE,USD,2020-01-20,FROZEN
A000000494,C00000199,MARGIN,GBP,2018-10-25,ACTIVE
A000000495,C00000869,PRIME_BROKERAGE,HKD,2022-06-25,ACTIVE
A000000496,C00000601,PRIME_BROKERAGE,USD,2025-12-16,ACTIVE
A000000497,C00000413,MARGIN,EUR,2024-11-24,ACTIVE
A000000498,C00000845,PRIME_BROKERAGE,USD,2020-04-18,ACTIVE
A000000499,C00000455,CASH,EUR,2014-12-10,ACTIVE
A000000500,C00000651,PRIME_BROKERAGE,JPY,2026-03-16,ACTIVE
A000000501,C00000575,CASH,USD,2024-05-06,ACTIVE
A000000502,C00000475,CASH,HKD,2022-03-08,ACTIVE
A000000503,C00000191,CASH,EUR,2025-10-29,ACTIVE
A000000504,C00000808,CASH,EUR,2015-12-14,ACTIVE
A000000505,C00000742,CUSTODY,USD,2021-12-28,ACTIVE
A000000506,C00000756,CASH,USD,2019-11-03,ACTIVE
A000000507,C00000144,MARGIN,USD,2022-01-20,ACTIVE
A000000508,C00000205,CASH,USD,2016-06-01,ACTIVE
A000000509,C00000502,CASH,USD,2014-07-19,ACTIVE
A000000510,C00000647,MARGIN,USD,2017-08-17,ACTIVE
A000000511,C00000583,CASH,GBP,2018-07-01,ACTIVE
A000000512,C00000699,PRIME_BROKERAGE,USD,2014-12-24,ACTIVE
A000000513,C00000761,PRIME_BROKERAGE,USD,2021-07-20,ACTIVE
A000000514,C00000479,CASH,HKD,2014-09-06,ACTIVE
A000000515,C00000191,MARGIN,USD,2019-01-13,ACTIVE
A000000516,C00000387,MARGIN,HKD,2019-01-18,ACTIVE
A000000517,C00000645,CASH,HKD,2022-09-19,ACTIVE
A000000518,C00000343,CASH,HKD,2022-01-30,ACTIVE
A000000519,C00000314,CASH,EUR,2025-10-15,ACTIVE
A000000520,C00000632,MARGIN,EUR,2016-07-09,ACTIVE
A000000521,C00000485,PRIME_BROKERAGE,USD,2017-11-27,ACTIVE
A000000522,C00000495,MARGIN,USD,2021-01-08,ACTIVE
A000000523,C00000923,CUSTODY,USD,2016-09-22,ACTIVE
A000000524,C00000977,MARGIN,EUR,2022-08-07,ACTIVE
A000000525,C00000945,CASH,EUR,2014-07-10,ACTIVE
A000000526,C00000996,MARGIN,USD,2018-10-21,ACTIVE
A000000527,C00000056,CUSTODY,USD,2023-02-08,ACTIVE
A000000528,C00000470,CASH,USD,2022-12-20,ACTIVE
A000000529,C00000177,CASH,USD,2020-12-24,ACTIVE
A000000530,C00000448,CASH,USD,2017-11-19,ACTIVE
A000000531,C00000164,CASH,USD,2017-06-09,ACTIVE
A000000532,C00000935,MARGIN,USD,2015-11-19,ACTIVE
A000000533,C00000782,CUSTODY,USD,2019-02-20,ACTIVE
A000000534,C00000137,CASH,USD,2019-12-05,ACTIVE
A000000535,C00000748,PRIME_BROKERAGE,EUR,2024-09-01,ACTIVE
A000000536,C00000686,PRIME_BROKERAGE,EUR,2021-04-21,ACTIVE
A000000537,C00000183,PRIME_BROKERAGE,USD,2018-08-27,ACTIVE
A000000538,C00000002,MARGIN,GBP,2024-07-18,ACTIVE
A000000539,C00000142,MARGIN,USD,2019-07-04,ACTIVE
A000000540,C00000348,CASH,USD,2022-11-24,ACTIVE
A000000541,C00000397,MARGIN,USD,2020-06-03,CLOSED
A000000542,C00000432,CASH,USD,2014-09-03,ACTIVE
A000000543,C00000477,PRIME_BROKERAGE,USD,2024-01-02,ACTIVE
A000000544,C00000415,PRIME_BROKERAGE,USD,2019-02-14,ACTIVE
A000000545,C00000520,CASH,USD,2015-05-17,ACTIVE
A000000546,C00000687,MARGIN,GBP,2019-06-26,ACTIVE
A000000547,C00000760,MARGIN,EUR,2016-03-06,ACTIVE
A000000548,C00000800,MARGIN,USD,2018-02-04,ACTIVE
A000000549,C00000184,CUSTODY,EUR,2017-09-04,ACTIVE
A000000550,C00000082,CASH,USD,2020-06-29,ACTIVE
A000000551,C00000833,MARGIN,JPY,2016-07-10,ACTIVE
A000000552,C00000289,CASH,JPY,2015-12-15,ACTIVE
A000000553,C00000911,MARGIN,USD,2016-09-23,ACTIVE
A000000554,C00000304,PRIME_BROKERAGE,USD,2020-04-13,ACTIVE
A000000555,C00000366,MARGIN,USD,2019-08-08,ACTIVE
A000000556,C00000611,CASH,GBP,2014-05-12,ACTIVE
A000000557,C00000255,CASH,EUR,2023-06-14,ACTIVE
A000000558,C00000649,MARGIN,HKD,2018-07-13,CLOSED
A000000559,C00000706,MARGIN,HKD,2014-07-15,ACTIVE
A000000560,C00000042,CASH,USD,2022-12-26,ACTIVE
A000000561,C00000742,MARGIN,HKD,2017-09-17,ACTIVE
A000000562,C00000743,CASH,HKD,2019-07-04,ACTIVE
A000000563,C00000023,CASH,GBP,2024-07-01,ACTIVE
A000000564,C00000444,CUSTODY,GBP,2020-06-04,FROZEN
A000000565,C00000631,MARGIN,JPY,2020-10-23,ACTIVE
A000000566,C00000051,CASH,USD,2016-06-23,ACTIVE
A000000567,C00000706,PRIME_BROKERAGE,USD,2025-04-02,ACTIVE
A000000568,C00000932,CASH,USD,2026-03-01,ACTIVE
A000000569,C00000020,PRIME_BROKERAGE,EUR,2020-02-12,ACTIVE
A000000570,C00000614,PRIME_BROKERAGE,EUR,2024-02-06,ACTIVE
A000000571,C00000019,PRIME_BROKERAGE,USD,2019-10-28,ACTIVE
A000000572,C00000624,PRIME_BROKERAGE,EUR,2018-11-26,ACTIVE
A000000573,C00000488,CUSTODY,USD,2018-08-21,ACTIVE
A000000574,C00000843,MARGIN,USD,2015-02-01,ACTIVE
A000000575,C00000715,CASH,USD,2017-03-29,ACTIVE
A000000576,C00000873,MARGIN,USD,2015-05-14,ACTIVE
A000000577,C00000354,CASH,GBP,2014-05-26,ACTIVE
A000000578,C00000299,PRIME_BROKERAGE,USD,2015-10-18,ACTIVE
A000000579,C00000640,MARGIN,EUR,2016-08-06,ACTIVE
A000000580,C00000784,CASH,CAD,2015-04-09,FROZEN
A000000581,C00000385,CUSTODY,USD,2023-07-05,ACTIVE
A000000582,C00000224,CASH,USD,2019-10-15,ACTIVE
A000000583,C00000163,PRIME_BROKERAGE,CAD,2017-04-13,ACTIVE
A000000584,C00000361,PRIME_BROKERAGE,USD,2020-01-09,ACTIVE
A000000585,C00000372,MARGIN,EUR,2019-02-24,ACTIVE
A000000586,C00000546,CASH,JPY,2015-03-07,ACTIVE
A000000587,C00000294,PRIME_BROKERAGE,USD,2022-04-17,ACTIVE
A000000588,C00000004,MARGIN,USD,2015-11-14,ACTIVE
A000000589,C00000700,CUSTODY,USD,2016-11-24,CLOSED
A000000590,C00000421,CASH,USD,2021-04-01,ACTIVE
A000000591,C00000635,MARGIN,USD,2017-02-09,ACTIVE
A000000592,C00000333,MARGIN,USD,2015-09-11,ACTIVE
A000000593,C00000975,CASH,GBP,2017-07-18,ACTIVE
A000000594,C00000885,CASH,HKD,2016-01-04,ACTIVE
A000000595,C00000896,CASH,USD,2021-10-18,ACTIVE
A000000596,C00000301,CASH,USD,2015-12-08,ACTIVE
A000000597,C00000701,MARGIN,CAD,2022-04-24,CLOSED
A000000598,C00000513,MARGIN,JPY,2018-11-06,ACTIVE
A000000599,C00000931,CASH,USD,2024-09-16,ACTIVE
A000000600,C00000034,MARGIN,USD,2014-08-15,FROZEN
A000000601,C00000883,CASH,GBP,2020-06-11,ACTIVE
A000000602,C00000551,CASH,GBP,2025-09-29,ACTIVE
A000000603,C00000848,PRIME_BROKERAGE,USD,2017-05-05,ACTIVE
A000000604,C00000743,PRIME_BROKERAGE,USD,2014-10-21,ACTIVE
A000000605,C00000451,MARGIN,USD,2023-01-02,ACTIVE
A000000606,C00000777,PRIME_BROKERAGE,GBP,2023-10-09,ACTIVE
A000000607,C00000376,MARGIN,USD,2020-10-28,ACTIVE
A000000608,C00000216,CASH,USD,2024-08-13,ACTIVE
A000000609,C00000727,MARGIN,USD,2020-06-12,ACTIVE
A000000610,C00000706,MARGIN,GBP,2020-06-29,ACTIVE
A000000611,C00000609,CASH,USD,2014-07-29,ACTIVE
A000000612,C00000227,PRIME_BROKERAGE,EUR,2019-09-30,ACTIVE
A000000613,C00000734,CASH,EUR,2015-08-14,ACTIVE
A000000614,C00000690,CASH,GBP,2023-05-24,ACTIVE
A000000615,C00000300,PRIME_BROKERAGE,USD,2021-03-01,ACTIVE
A000000616,C00000217,MARGIN,USD,2026-01-03,ACTIVE
A000000617,C00000739,MARGIN,JPY,2014-09-08,ACTIVE
A000000618,C00000634,CUSTODY,CAD,2022-10-13,ACTIVE
A000000619,C00000514,CASH,USD,2015-05-24,ACTIVE
A000000620,C00000892,MARGIN,USD,2017-10-04,ACTIVE
A000000621,C00000970,CASH,USD,2021-08-24,ACTIVE
A000000622,C00000285,MARGIN,GBP,2023-08-06,ACTIVE
A000000623,C00000366,MARGIN,EUR,2026-01-02,ACTIVE
A000000624,C00000867,PRIME_BROKERAGE,GBP,2021-02-26,ACTIVE
A000000625,C00000373,MARGIN,USD,2024-01-23,CLOSED
A000000626,C00000520,CASH,EUR,2024-06-30,CLOSED
A000000627,C00000058,MARGIN,EUR,2020-10-15,ACTIVE
A000000628,C00000758,CASH,HKD,2020-10-12,ACTIVE
A000000629,C00000735,MARGIN,USD,2020-04-25,ACTIVE
A000000630,C00000094,PRIME_BROKERAGE,GBP,2024-11-06,ACTIVE
A000000631,C00000136,MARGIN,USD,2021-03-04,ACTIVE
A000000632,C00000780,MARGIN,USD,2025-02-17,ACTIVE
A000000633,C00000650,CASH,USD,2016-05-13,ACTIVE
A000000634,C00000203,CASH,EUR,2015-05-08,ACTIVE
A000000635,C00000010,MARGIN,JPY,2023-10-11,ACTIVE
A000000636,C00000454,PRIME_BROKERAGE,USD,2016-01-17,FROZEN
A000000637,C00000258,PRIME_BROKERAGE,EUR,2015-03-25,ACTIVE
A000000638,C00000337,MARGIN,EUR,2019-07-23,ACTIVE
A000000639,C00000545,CASH,USD,2014-12-29,ACTIVE
A000000640,C00000451,CASH,GBP,2022-03-11,ACTIVE
A000000641,C00000327,PRIME_BROKERAGE,EUR,2015-02-27,ACTIVE
A000000642,C00000068,PRIME_BROKERAGE,EUR,2024-02-27,ACTIVE
A000000643,C00000454,CASH,EUR,2022-03-07,ACTIVE
A000000644,C00000112,PRIME_BROKERAGE,USD,2015-01-09,ACTIVE
A000000645,C00000785,MARGIN,USD,2019-07-19,ACTIVE
A000000646,C00000216,MARGIN,USD,2022-10-08,ACTIVE
A000000647,C00000406,PRIME_BROKERAGE,JPY,2022-10-02,ACTIVE
A000000648,C00000529,CUSTODY,EUR,2016-12-04,ACTIVE
A000000649,C00000276,CASH,USD,2019-06-20,ACTIVE
A000000650,C00000314,CASH,USD,2019-03-16,ACTIVE
A000000651,C00000436,MARGIN,GBP,2026-02-24,ACTIVE
A000000652,C00000414,CASH,USD,2023-02-20,CLOSED
A000000653,C00000786,CASH,JPY,2021-09-28,ACTIVE
A000000654,C00000734,CASH,JPY,2025-09-30,ACTIVE
A000000655,C00000810,CASH,EUR,2021-10-21,ACTIVE
A000000656,C00000633,MARGIN,JPY,2023-11-18,ACTIVE
A000000657,C00000165,CASH,USD,2015-09-27,CLOSED
A000000658,C00000970,CASH,EUR,2015-05-10,ACTIVE
A000000659,C00000622,MARGIN,USD,2025-01-07,ACTIVE
A000000660,C00000283,MARGIN,USD,2019-11-26,ACTIVE
A000000661,C00000138,PRIME_BROKERAGE,USD,2016-12-30,ACTIVE
A000000662,C00000895,CASH,USD,2021-10-16,ACTIVE
A000000663,C00000449,CASH,EUR,2020-06-06,ACTIVE
A000000664,C00000837,CASH,USD,2024-10-01,ACTIVE
A000000665,C00000717,PRIME_BROKERAGE,USD,2018-03-05,ACTIVE
A000000666,C00000457,PRIME_BROKERAGE,USD,2019-01-27,ACTIVE
A000000667,C00000472,CASH,USD,2020-06-20,ACTIVE
A000000668,C00000766,CUSTODY,USD,2017-01-23,ACTIVE
A000000669,C00000826,MARGIN,USD,2014-06-05,ACTIVE
A000000670,C00000525,CASH,EUR,2025-07-23,CLOSED
A000000671,C00000895,PRIME_BROKERAGE,GBP,2015-03-30,ACTIVE
A000000672,C00000342,MARGIN,GBP,2024-03-18,CLOSED
A000000673,C00000800,CASH,USD,2014-10-05,ACTIVE
A000000674,C00000090,MARGIN,USD,2021-12-30,ACTIVE
A000000675,C00000786,MARGIN,JPY,2015-10-31,ACTIVE
A000000676,C00000902,CUSTODY,USD,2018-11-13,ACTIVE
A000000677,C00000664,MARGIN,USD,2016-07-30,ACTIVE
A000000678,C00000412,MARGIN,USD,2017-07-13,ACTIVE
A000000679,C00000231,CASH,USD,2021-04-12,ACTIVE
A000000680,C00000787,CASH,USD,2021-10-13,ACTIVE
A000000681,C00000589,CUSTODY,HKD,2022-11-08,ACTIVE
A000000682,C00000152,CASH,USD,2025-09-09,ACTIVE
A000000683,C00000968,PRIME_BROKERAGE,GBP,2018-06-17,CLOSED
A000000684,C00000336,PRIME_BROKERAGE,HKD,2021-08-05,ACTIVE
A000000685,C00000168,MARGIN,USD,2021-05-28,ACTIVE
A000000686,C00000028,CASH,HKD,2016-06-01,ACTIVE
A000000687,C00000971,CASH,USD,2021-08-07,ACTIVE
A000000688,C00000458,MARGIN,USD,2017-09-28,ACTIVE
A000000689,C00000128,CASH,USD,2014-09-10,ACTIVE
A000000690,C00000775,CASH,HKD,2018-03-29,ACTIVE
A000000691,C00000325,MARGIN,USD,2024-03-29,ACTIVE
A000000692,C00000369,MARGIN,EUR,2016-01-11,ACTIVE
A000000693,C00000390,PRIME_BROKERAGE,USD,2024-01-13,ACTIVE
A000000694,C00000969,CASH,USD,2019-07-14,ACTIVE
A000000695,C00000719,CASH,EUR,2017-07-15,ACTIVE
A000000696,C00000017,CUSTODY,USD,2019-01-10,ACTIVE
A000000697,C00000868,CASH,EUR,2023-05-29,ACTIVE
A000000698,C00000144,MARGIN,GBP,2024-11-26,ACTIVE
A000000699,C00000215,PRIME_BROKERAGE,EUR,2017-12-10,ACTIVE
A000000700,C00000844,CASH,USD,2014-08-24,CLOSED
A000000701,C00000760,PRIME_BROKERAGE,EUR,2018-02-02,ACTIVE
A000000702,C00000113,PRIME_BROKERAGE,USD,2021-09-13,ACTIVE
A000000703,C00000641,CASH,JPY,2019-01-28,ACTIVE
A000000704,C00000027,CASH,HKD,2025-07-05,ACTIVE
A000000705,C00000148,CUSTODY,USD,2017-10-27,ACTIVE
A000000706,C00000740,MARGIN,USD,2025-12-10,ACTIVE
A000000707,C00000229,CASH,CAD,2023-10-04,CLOSED
A000000708,C00000476,CUSTODY,JPY,2016-05-26,ACTIVE
A000000709,C00000618,PRIME_BROKERAGE,USD,2015-08-06,ACTIVE
A000000710,C00000925,CASH,USD,2018-01-29,CLOSED
A000000711,C00000685,PRIME_BROKERAGE,USD,2021-11-16,ACTIVE
A000000712,C00000528,CASH,HKD,2021-03-21,ACTIVE
A000000713,C00000762,CASH,USD,2023-12-01,ACTIVE
A000000714,C00000257,CASH,EUR,2018-11-27,ACTIVE
A000000715,C00000474,MARGIN,EUR,2020-04-17,ACTIVE
A000000716,C00000135,CASH,USD,2023-01-08,ACTIVE
A000000717,C00000958,PRIME_BROKERAGE,GBP,2017-08-22,ACTIVE
A000000718,C00000814,CASH,USD,2023-01-26,ACTIVE
A000000719,C00000856,PRIME_BROKERAGE,USD,2019-01-16,ACTIVE
A000000720,C00000493,MARGIN,USD,2017-03-06,ACTIVE
A000000721,C00000220,MARGIN,USD,2016-05-30,ACTIVE
A000000722,C00000287,MARGIN,EUR,2018-09-17,ACTIVE
A000000723,C00000914,CASH,USD,2015-05-07,ACTIVE
A000000724,C00000468,MARGIN,EUR,2018-08-07,ACTIVE
A000000725,C00000270,CASH,USD,2025-09-15,CLOSED
A000000726,C00000130,CASH,CAD,2023-10-14,ACTIVE
A000000727,C00000730,CASH,JPY,2019-05-23,ACTIVE
A000000728,C00000567,CUSTODY,USD,2014-12-16,ACTIVE
A000000729,C00000840,CUSTODY,CAD,2021-11-27,ACTIVE
A000000730,C00000697,CASH,USD,2018-05-04,ACTIVE
A000000731,C00000799,CASH,JPY,2014-07-02,ACTIVE
A000000732,C00000546,CASH,USD,2014-05-16,ACTIVE
A000000733,C00000163,CASH,USD,2021-03-15,ACTIVE
A000000734,C00000770,PRIME_BROKERAGE,EUR,2016-10-07,ACTIVE
A000000735,C00000286,CASH,CAD,2017-04-15,ACTIVE
A000000736,C00000923,MARGIN,USD,2015-08-04,ACTIVE
A000000737,C00000140,PRIME_BROKERAGE,USD,2024-08-06,ACTIVE
A000000738,C00000570,MARGIN,USD,2024-10-11,ACTIVE
A000000739,C00000421,CASH,USD,2022-09-07,ACTIVE
A000000740,C00000827,CUSTODY,CAD,2017-07-02,ACTIVE
A000000741,C00000662,MARGIN,EUR,2020-09-13,ACTIVE
A000000742,C00000073,CASH,HKD,2023-02-16,ACTIVE
A000000743,C00000127,PRIME_BROKERAGE,EUR,2022-11-15,ACTIVE
A000000744,C00000146,MARGIN,GBP,2026-01-13,ACTIVE
A000000745,C00000534,CASH,USD,2015-09-17,ACTIVE
A000000746,C00000449,CASH,USD,2016-02-01,ACTIVE
A000000747,C00000902,CUSTODY,HKD,2018-08-15,ACTIVE
