account_id,client_id,account_type,base_currency,opened_date,status
A000001124,C00000262,CASH,USD,2020-06-13,ACTIVE
A000001125,C00000173,CASH,EUR,2014-09-05,ACTIVE
A000001126,C00000830,CASH,USD,2017-09-21,ACTIVE
A000001127,C00000779,CASH,GBP,2022-09-19,ACTIVE
A000001128,C00000713,MARGIN,USD,2014-07-01,ACTIVE
A000001129,C00000464,CASH,USD,2016-07-02,ACTIVE
A000001130,C00000938,CASH,USD,2022-07-16,ACTIVE
A000001131,C00000238,PRIME_BROKERAGE,EUR,2022-05-01,ACTIVE
A000001132,C00000482,CUSTODY,HKD,2020-12-23,ACTIVE
A000001133,C00000985,CASH,GBP,2024-10-07,ACTIVE
A000001134,C00000276,PRIME_BROKERAGE,USD,2023-06-30,ACTIVE
A000001135,C00000567,PRIME_BROKERAGE,GBP,2022-11-07,ACTIVE
A000001136,C00000192,CASH,USD,2022-06-04,ACTIVE
A000001137,C00000526,PRIME_BROKERAGE,EUR,2025-01-01,ACTIVE
A000001138,C00000172,CASH,USD,2023-04-24,ACTIVE
A000001139,C00000624,PRIME_BROKERAGE,EUR,2020-01-06,ACTIVE
A000001140,C00000466,CASH,USD,2020-09-16,ACTIVE
A000001141,C00000621,PRIME_BROKERAGE,USD,2017-10-24,ACTIVE
A000001142,C00000295,MARGIN,GBP,2017-06-02,ACTIVE
A000001143,C00000744,MARGIN,EUR,2014-08-15,ACTIVE
A000001144,C00000621,MARGIN,JPY,2017-03-10,ACTIVE
A000001145,C00000537,CUSTODY,USD,2015-01-26,ACTIVE
A000001146,C00000038,CASH,EUR,2018-01-13,ACTIVE
A000001147,C00000119,MARGIN,USD,2017-11-05,ACTIVE
A000001148,C00000025,CASH,USD,2025-12-01,ACTIVE
A000001149,C00000794,MARGIN,USD,2023-02-21,ACTIVE
A000001150,C00000310,CASH,USD,2021-03-08,ACTIVE
A000001151,C00000259,MARGIN,USD,2015-11-05,ACTIVE
A000001152,C00000210,MARGIN,USD,2025-02-15,ACTIVE
A000001153,C00000150,PRIME_BROKERAGE,HKD,2019-08-26,ACTIVE
A000001154,C00000359,MARGIN,USD,2016-07-22,ACTIVE
A000001155,C00000302,CASH,EUR,2015-07-30,ACTIVE
A000001156,C00000890,PRIME_BROKERAGE,USD,2018-11-04,ACTIVE
A000001157,C00000945,MARGIN,USD,2024-01-03,ACTIVE
A000001158,C00000729,MARGIN,USD,2014-11-07,ACTIVE
A000001159,C00000534,CASH,USD,2018-10-14,ACTIVE
A000001160,C00000472,CASH,USD,2018-01-09,ACTIVE
A000001161,C00000530,MARGIN,HKD,2015-05-06,ACTIVE
A000001162,C00000527,CASH,GBP,2014-12-06,ACTIVE
A000001163,C00000992,CASH,JPY,2018-11-15,ACTIVE
A000001164,C00000451,PRIME_BROKERAGE,EUR,2023-01-18,ACTIVE
A000001165,C00000937,CASH,EUR,2020-02-03,ACTIVE
A000001166,C00000043,CASH,USD,2023-04-18,ACTIVE
A000001167,C00000583,CASH,GBP,2022-11-16,ACTIVE
A000001168,C00000582,CASH,HKD,2026-04-07,FROZEN
A000001169,C00000168,PRIME_BROKERAGE,USD,2015-06-15,ACTIVE
A000001170,C00000225,MARGIN,CAD,2015-03-18,ACTIVE
A000001171,C00000686,MARGIN,HKD,2017-12-06,ACTIVE
A000001172,C00000979,CUSTODY,EUR,2018-11-11,ACTIVE
A000001173,C00000335,MARGIN,EUR,2014-08-12,ACTIVE
A000001174,C00000826,MARGIN,HKD,2021-03-15,ACTIVE
A000001175,C00000445,MARGIN,USD,2014-11-12,ACTIVE
A000001176,C00000997,PRIME_BROKERAGE,USD,2019-07-17,ACTIVE
A000001177,C00000264,CASH,USD,2021-04-06,ACTIVE
A000001178,C00000225,PRIME_BROKERAGE,USD,2022-11-03,ACTIVE
A000001179,C00000715,MARGIN,USD,2017-04-23,ACTIVE
A000001180,C00000340,CASH,USD,2015-06-27,ACTIVE
A000001181,C00000679,CASH,USD,2024-12-31,ACTIVE
A000001182,C00000835,MARGIN,USD,2025-08-04,ACTIVE
A000001183,C00000380,CASH,USD,2015-03-31,ACTIVE
A000001184,C00000406,MARGIN,USD,2021-01-01,ACTIVE
A000001185,C00000626,PRIME_BROKERAGE,USD,2018-12-10,ACTIVE
A000001186,C00000874,CASH,USD,2026-02-01,ACTIVE
A000001187,C00000439,MARGIN,USD,2022-11-14,FROZEN
A000001188,C00000003,MARGIN,USD,2019-09-28,FROZEN
A000001189,C00000376,MARGIN,HKD,2018-04-07,ACTIVE
A000001190,C00000090,CASH,HKD,2018-11-15,ACTIVE
A000001191,C00000597,CASH,USD,2026-04-10,ACTIVE
A000001192,C00000197,PRIME_BROKERAGE,HKD,2015-04-12,ACTIVE
A000001193,C00000608,CASH,JPY,2024-09-01,ACTIVE
A000001194,C00000292,CASH,USD,2020-06-12,ACTIVE
A000001195,C00000795,MARGIN,USD,2021-04-04,ACTIVE
A000001196,C00000033,CASH,USD,2022-08-17,ACTIVE
A000001197,C00000830,MARGIN,CAD,2019-05-28,ACTIVE
A000001198,C00000723,PRIME_BROKERAGE,USD,2021-01-01,ACTIVE
A000001199,C00000868,CASH,USD,2020-11-17,ACTIVE
A000001200,C00000721,CASH,USD,2023-08-21,ACTIVE
A000001201,C00000460,CASH,GBP,2019-12-10,ACTIVE
A000001202,C00000705,CASH,USD,2015-06-23,ACTIVE
A000001203,C00000126,CUSTODY,EUR,2019-06-29,ACTIVE
A000001204,C00000215,PRIME_BROKERAGE,EUR,2018-02-09,ACTIVE
A000001205,C00000197,CASH,USD,2020-08-15,ACTIVE
A000001206,C00000833,MARGIN,EUR,2017-05-12,ACTIVE
A000001207,C00000884,CASH,USD,2018-12-11,ACTIVE
A000001208,C00000725,MARGIN,USD,2022-02-24,ACTIVE
A000001209,C00000803,CASH,USD,2024-03-09,ACTIVE
A000001210,C00000343,CASH,HKD,2020-11-22,ACTIVE
A000001211,C00000508,CUSTODY,HKD,2022-03-25,ACTIVE
A000001212,C00000790,CASH,USD,2018-08-02,ACTIVE
A000001213,C00000382,CASH,USD,2015-01-15,ACTIVE
A000001214,C00000152,CASH,EUR,2014-12-14,ACTIVE
A000001215,C00000401,PRIME_BROKERAGE,CAD,2021-11-12,ACTIVE
A000001216,C00000973,PRIME_BROKERAGE,USD,2019-10-08,ACTIVE
A000001217,C00000774,MARGIN,USD,2025-11-16,ACTIVE
A000001218,C00000643,CUSTODY,USD,2016-12-01,ACTIVE
A000001219,C00000937,PRIME_BROKERAGE,EUR,2019-03-18,ACTIVE
A000001220,C00000229,MARGIN,USD,2025-05-29,ACTIVE
A000001221,C00000685,CUSTODY,USD,2020-04-29,ACTIVE
A000001222,C00000235,CASH,CAD,2016-03-14,ACTIVE
A000001223,C00000003,MARGIN,CAD,2020-02-21,ACTIVE
A000001224,C00000922,MARGIN,USD,2015-01-09,ACTIVE
A000001225,C00000751,PRIME_BROKERAGE,EUR,2019-05-30,ACTIVE
A000001226,C00000680,CASH,CAD,2021-06-28,ACTIVE
A000001227,C00000566,CASH,USD,2021-01-04,ACTIVE
A000001228,C00000399,MARGIN,USD,2021-10-14,ACTIVE
A000001229,C00000440,CASH,EUR,2015-07-07,ACTIVE
A000001230,C00000133,CUSTODY,GBP,2022-06-27,ACTIVE
A000001231,C00000688,CASH,USD,2016-09-17,ACTIVE
A000001232,C00000168,CASH,GBP,2019-10-20,ACTIVE
A000001233,C00000556,MARGIN,EUR,2024-07-26,FROZEN
A000001234,C00000895,CASH,HKD,2020-11-26,ACTIVE
A000001235,C00000789,PRIME_BROKERAGE,HKD,2022-04-06,ACTIVE
A000001236,C00000463,CASH,EUR,2015-11-04,ACTIVE
A000001237,C00000493,MARGIN,USD,2024-05-29,ACTIVE
A000001238,C00000095,CASH,USD,2022-01-12,ACTIVE
A000001239,C00000257,PRIME_BROKERAGE,HKD,2024-05-04,FROZEN
A000001240,C00000167,CASH,USD,2021-12-03,ACTIVE
A000001241,C00000947,PRIME_BROKERAGE,USD,2018-08-25,ACTIVE
A000001242,C00000812,PRIME_BROKERAGE,USD,2014-10-14,ACTIVE
A000001243,C00000413,CASH,USD,2015-06-08,ACTIVE
A000001244,C00000766,MARGIN,CAD,2021-03-11,ACTIVE
A000001245,C00000957,CUSTODY,USD,2016-01-04,ACTIVE
A000001246,C00000658,CASH,HKD,2025-06-17,ACTIVE
A000001247,C00000004,MARGIN,USD,2017-12-03,ACTIVE
A000001248,C00000426,PRIME_BROKERAGE,USD,2019-03-18,ACTIVE
A000001249,C00000088,CASH,USD,2014-08-08,ACTIVE
A000001250,C00000120,MARGIN,USD,2018-08-20,ACTIVE
A000001251,C00000831,CASH,JPY,2019-03-02,ACTIVE
A000001252,C00000550,PRIME_BROKERAGE,USD,2023-11-20,ACTIVE
A000001253,C00000308,MARGIN,CAD,2020-06-26,ACTIVE
A000001254,C00000157,CASH,JPY,2024-08-10,CLOSED
A000001255,C00000373,CASH,USD,2019-07-21,ACTIVE
A000001256,C00000027,CUSTODY,USD,2024-03-10,ACTIVE
A000001257,C00000954,MARGIN,EUR,2024-01-12,ACTIVE
A000001258,C00000098,CUSTODY,GBP,2019-02-20,ACTIVE
A000001259,C00000188,MARGIN,EUR,2024-07-05,ACTIVE
A000001260,C00000284,CASH,GBP,2024-06-28,ACTIVE
A000001261,C00000563,CUSTODY,JPY,2019-08-12,ACTIVE
A000001262,C00000674,CASH,HKD,2025-05-13,ACTIVE
A000001263,C00000900,MARGIN,EUR,2020-03-29,ACTIVE
A000001264,C00000141,CASH,HKD,2026-03-10,ACTIVE
A000001265,C00000489,CASH,JPY,2017-03-04,ACTIVE
A000001266,C00000271,CASH,HKD,2020-09-21,ACTIVE
A000001267,C00000173,CASH,HKD,2023-12-13,ACTIVE
A000001268,C00000018,MARGIN,GBP,2023-06-09,ACTIVE
A000001269,C00000981,PRIME_BROKERAGE,EUR,2020-12-04,FROZEN
A000001270,C00000006,MARGIN,JPY,2022-01-26,ACTIVE
A000001271,C00000244,CASH,USD,2017-07-25,ACTIVE
A000001272,C00000541,CASH,USD,2017-01-17,ACTIVE
A000001273,C00000295,CASH,EUR,2023-06-25,ACTIVE
A000001274,C00000262,MARGIN,USD,2023-09-16,ACTIVE
A000001275,C00000196,PRIME_BROKERAGE,EUR,2022-02-21,ACTIVE
A000001276,C00000595,CASH,EUR,2023-04-22,ACTIVE
A000001277,C00000237,CUSTODY,GBP,2024-08-28,ACTIVE
A000001278,C00000137,CUSTODY,USD,2023-10-02,ACTIVE
A000001279,C00000668,CASH,USD,2025-12-20,ACTIVE
A000001280,C00000350,CASH,USD,2023-07-07,ACTIVE
A000001281,C00000333,CUSTODY,USD,2014-08-22,ACTIVE
A000001282,C00000455,MARGIN,JPY,2023-01-02,ACTIVE
A000001283,C00000362,CASH,EUR,2020-10-31,ACTIVE
A000001284,C00000972,CASH,USD,2026-03-17,ACTIVE
A000001285,C00000163,CASH,HKD,2024-12-09,ACTIVE
A000001286,C00000537,CASH,USD,2019-11-02,ACTIVE
A000001287,C00000287,CASH,GBP,2015-08-31,ACTIVE
A000001288,C00000543,CASH,USD,2019-06-24,ACTIVE
A000001289,C00000461,CASH,JPY,2015-08-01,CLOSED
A000001290,C00000277,CASH,USD,2023-04-14,ACTIVE
A000001291,C00000241,MARGIN,USD,2014-11-05,ACTIVE
A000001292,C00000149,CASH,GBP,2014-07-27,ACTIVE
A000001293,C00000102,CASH,EUR,2019-04-27,ACTIVE
A000001294,C00000021,CASH,CAD,2023-11-16,ACTIVE
A000001295,C00000290,CASH,USD,2014-05-23,ACTIVE
A000001296,C00000643,MARGIN,EUR,2022-12-07,CLOSED
A000001297,C00000336,PRIME_BROKERAGE,GBP,2016-11-11,ACTIVE
A000001298,C00000002,MARGIN,USD,2019-05-29,ACTIVE
A000001299,C00000436,CASH,JPY,2021-10-20,ACTIVE
A000001300,C00000686,PRIME_BROKERAGE,EUR,2018-04-10,ACTIVE
A000001301,C00000484,MARGIN,HKD,2018-12-29,ACTIVE
A000001302,C00000345,CASH,GBP,2014-05-02,ACTIVE
A000001303,C00000234,MARGIN,EUR,2024-07-26,ACTIVE
A000001304,C00000918,CASH,USD,2025-04-17,ACTIVE
A000001305,C00000423,MARGIN,GBP,2023-12-23,ACTIVE
A000001306,C00001000,MARGIN,GBP,2021-04-29,ACTIVE
A000001307,C00000224,CASH,USD,2026-01-06,ACTIVE
A000001308,C00000419,CASH,USD,2016-03-09,ACTIVE
A000001309,C00000096,CASH,USD,2023-08-12,ACTIVE
A000001310,C00000257,PRIME_BROKERAGE,EUR,2020-11-13,ACTIVE
A000001311,C00000706,CASH,USD,2026-02-18,ACTIVE
A000001312,C00000502,PRIME_BROKERAGE,USD,2017-01-15,ACTIVE
A000001313,C00000103,CASH,EUR,2020-01-19,ACTIVE
A000001314,C00000714,CASH,USD,2016-02-18,ACTIVE
A000001315,C00000169,CASH,USD,2025-10-19,ACTIVE
A000001316,C00000198,CASH,USD,2025-04-06,ACTIVE
A000001317,C00000201,PRIME_BROKERAGE,USD,2019-08-30,ACTIVE
A000001318,C00000678,MARGIN,EUR,2025-07-28,ACTIVE
A000001319,C00000935,PRIME_BROKERAGE,USD,2019-07-23,ACTIVE
A000001320,C00000443,CASH,USD,2022-09-16,ACTIVE
A000001321,C00000008,CASH,USD,2022-05-08,ACTIVE
A000001322,C00000915,MARGIN,USD,2022-09-29,ACTIVE
A000001323,C00000158,MARGIN,USD,2022-07-20,ACTIVE
A000001324,C00000533,PRIME_BROKERAGE,HKD,2014-05-16,ACTIVE
A000001325,C00000955,MARGIN,CAD,2018-11-16,ACTIVE
A000001326,C00000162,PRIME_BROKERAGE,EUR,2021-06-10,CLOSED
A000001327,C00000436,CASH,JPY,2016-04-17,ACTIVE
A000001328,C00000267,MARGIN,HKD,2025-10-29,ACTIVE
A000001329,C00000303,CASH,EUR,2024-03-27,ACTIVE
A000001330,C00000119,PRIME_BROKERAGE,USD,2025-01-26,ACTIVE
A000001331,C00000718,MARGIN,JPY,2015-07-12,ACTIVE
A000001332,C00000666,MARGIN,GBP,2023-03-31,ACTIVE
A000001333,C00000185,MARGIN,USD,2023-06-11,ACTIVE
A000001334,C00000052,MARGIN,EUR,2024-08-12,ACTIVE
A000001335,C00000566,CASH,EUR,2024-03-06,ACTIVE
A000001336,C00000341,MARGIN,JPY,2025-04-16,ACTIVE
A000001337,C00000871,PRIME_BROKERAGE,USD,2021-05-01,ACTIVE
A000001338,C00000092,MARGIN,EUR,2024-09-03,ACTIVE
A000001339,C00000650,MARGIN,GBP,2019-01-22,ACTIVE
A000001340,C00000698,CASH,JPY,2025-08-09,ACTIVE
A000001341,C00000012,PRIME_BROKERAGE,GBP,2025-09-25,ACTIVE
A000001342,C00000741,CASH,USD,2024-06-16,ACTIVE
A000001343,C00000195,MARGIN,JPY,2016-06-06,ACTIVE
A000001344,C00000552,MARGIN,USD,2025-09-12,ACTIVE
A000001345,C00000362,CASH,EUR,2014-12-22,ACTIVE
A000001346,C00000771,CASH,USD,2022-12-17,ACTIVE
A000001347,C00000591,MARGIN,USD,2014-07-25,ACTIVE
A000001348,C00000079,CASH,JPY,2019-10-18,ACTIVE
A000001349,C00000808,CASH,USD,2025-05-16,ACTIVE
A000001350,C00000479,CASH,EUR,2026-03-20,ACTIVE
A000001351,C00000908,CASH,USD,2018-08-14,ACTIVE
A000001352,C00000742,MARGIN,EUR,2017-03-10,ACTIVE
A000001353,C00000126,CASH,USD,2020-03-26,ACTIVE
A000001354,C00000330,CASH,USD,2019-04-28,ACTIVE
A000001355,C00000804,MARGIN,GBP,2025-05-24,ACTIVE
A000001356,C00000055,MARGIN,USD,2015-12-17,ACTIVE
A000001357,C00000806,CUSTODY,GBP,2014-06-26,ACTIVE
A000001358,C00000067,CASH,JPY,2023-07-14,ACTIVE
A000001359,C00000259,PRIME_BROKERAGE,USD,2014-05-29,ACTIVE
A000001360,C00000268,MARGIN,USD,2022-04-19,ACTIVE
A000001361,C00000486,MARGIN,HKD,2014-09-17,ACTIVE
A000001362,C00000736,PRIME_BROKERAGE,EUR,2024-11-02,ACTIVE
A000001363,C00000249,CASH,USD,2017-04-21,ACTIVE
A000001364,C00000303,PRIME_BROKERAGE,EUR,2019-05-19,ACTIVE
A000001365,C00000163,CASH,JPY,2023-05-08,ACTIVE
A000001366,C00000743,PRIME_BROKERAGE,USD,2023-12-11,ACTIVE
A000001367,C00000797,CASH,USD,2025-05-12,ACTIVE
A000001368,C00000299,CUSTODY,EUR,2022-10-06,ACTIVE
A000001369,C00000769,CASH,USD,2025-04-30,ACTIVE
A000001370,C00000808,CASH,EUR,2018-08-27,ACTIVE
A000001371,C00000192,CASH,CAD,2025-10-03,ACTIVE
A000001372,C00000482,CASH,USD,2020-01-01,ACTIVE
A000001373,C00000526,MARGIN,JPY,2014-12-12,ACTIVE
A000001374,C00000024,PRIME_BROKERAGE,GBP,2018-01-06,ACTIVE
A000001375,C00000715,MARGIN,USD,2020-02-06,ACTIVE
A000001376,C00000996,CASH,EUR,2024-11-23,ACTIVE
A000001377,C00000349,CASH,EUR,2024-12-26,FROZEN
A000001378,C00000299,CASH,HKD,2021-08-04,CLOSED
A000001379,C00000844,CASH,JPY,2020-06-30,ACTIVE
A000001380,C00000905,PRIME_BROKERAGE,USD,2021-04-20,ACTIVE
A000001381,C00000826,CASH,USD,2016-01-29,ACTIVE
A000001382,C00000739,PRIME_BROKERAGE,USD,2025-03-12,ACTIVE
A000001383,C00000204,CASH,USD,2021-11-02,ACTIVE
A000001384,C00000138,MARGIN,USD,2021-03-19,ACTIVE
A000001385,C00000417,PRIME_BROKERAGE,GBP,2024-05-24,ACTIVE
A000001386,C00000627,PRIME_BROKERAGE,USD,2018-12-07,FROZEN
A000001387,C00000098,MARGIN,EUR,2017-02-22,ACTIVE
A000001388,C00000738,PRIME_BROKERAGE,HKD,2026-01-14,ACTIVE
A000001389,C00000214,PRIME_BROKERAGE,CAD,2025-08-14,ACTIVE
A000001390,C00000343,PRIME_BROKERAGE,USD,2023-05-30,ACTIVE
A000001391,C00000537,CUSTODY,USD,2017-10-25,ACTIVE
A000001392,C00000653,PRIME_BROKERAGE,USD,2019-12-01,ACTIVE
A000001393,C00000611,CASH,GBP,2016-12-16,ACTIVE
A000001394,C00000904,MARGIN,USD,2018-01-10,ACTIVE
A000001395,C00000355,CASH,USD,2019-04-19,ACTIVE
A000001396,C00000828,CASH,EUR,2019-11-05,ACTIVE
A000001397,C00000300,CASH,USD,2015-07-28,ACTIVE
A000001398,C00000028,MARGIN,GBP,2017-02-21,ACTIVE
A000001399,C00000835,PRIME_BROKERAGE,HKD,2014-12-07,ACTIVE
A000001400,C00000246,MARGIN,USD,2016-11-23,ACTIVE
A000001401,C00000262,CUSTODY,EUR,2019-09-07,ACTIVE
A000001402,C00000549,MARGIN,GBP,2018-01-18,ACTIVE
A000001403,C00000797,PRIME_BROKERAGE,USD,2017-05-29,ACTIVE
A000001404,C00000990,PRIME_BROKERAGE,USD,2024-02-15,ACTIVE
A000001405,C00000132,MARGIN,JPY,2025-05-01,ACTIVE
A000001406,C00000896,CUSTODY,EUR,2021-09-20,ACTIVE
A000001407,C00000408,PRIME_BROKERAGE,USD,2025-08-31,ACTIVE
A000001408,C00000702,MARGIN,USD,2021-07-03,ACTIVE
A000001409,C00000180,PRIME_BROKERAGE,USD,2018-08-22,ACTIVE
A000001410,C00000838,MARGIN,EUR,2016-06-29,ACTIVE
A000001411,C00000498,MARGIN,USD,2023-01-29,ACTIVE
A000001412,C00000538,PRIME_BROKERAGE,USD,2025-05-16,ACTIVE
A000001413,C00000312,PRIME_BROKERAGE,USD,2014-06-10,FROZEN
A000001414,C00000799,CASH,USD,2015-08-01,ACTIVE
A000001415,C00000935,MARGIN,HKD,2023-03-20,ACTIVE
A000001416,C00000218,CASH,USD,2023-06-30,ACTIVE
A000001417,C00000684,CASH,EUR,2025-11-15,ACTIVE
A000001418,C00000049,MARGIN,CAD,2024-10-27,ACTIVE
A000001419,C00000293,MARGIN,HKD,2016-02-12,FROZEN
A000001420,C00000597,PRIME_BROKERAGE,USD,2016-11-03,ACTIVE
A000001421,C00000587,PRIME_BROKERAGE,JPY,2019-08-18,ACTIVE
A000001422,C00000658,MARGIN,EUR,2016-01-17,ACTIVE
A000001423,C00000535,CASH,EUR,2018-01-24,ACTIVE
A000001424,C00000653,CUSTODY,USD,2018-11-13,ACTIVE
A000001425,C00000302,CASH,EUR,2019-05-02,ACTIVE
A000001426,C00000812,CUSTODY,USD,2022-05-08,ACTIVE
A000001427,C00000111,CASH,GBP,2021-04-10,ACTIVE
A000001428,C00000145,PRIME_BROKERAGE,USD,2025-01-18,ACTIVE
A000001429,C00000717,CASH,EUR,2022-10-20,ACTIVE
A000001430,C00000121,MARGIN,USD,2025-08-04,ACTIVE
A000001431,C00000179,PRIME_BROKERAGE,USD,2021-02-28,ACTIVE
A000001432,C00000226,CASH,EUR,2018-03-01,ACTIVE
A000001433,C00000921,CUSTODY,USD,2025-11-19,ACTIVE
A000001434,C00000292,PRIME_BROKERAGE,HKD,2017-02-19,ACTIVE
A000001435,C00000121,CUSTODY,HKD,2016-07-16,ACTIVE
A000001436,C00000563,PRIME_BROKERAGE,GBP,2017-03-02,ACTIVE
A000001437,C00000368,MARGIN,USD,2020-04-23,ACTIVE
A000001438,C00000564,CASH,USD,2017-02-24,ACTIVE
A000001439,C00000946,PRIME_BROKERAGE,USD,2015-06-21,ACTIVE
A000001440,C00000101,MARGIN,EUR,2023-01-04,ACTIVE
A000001441,C00000827,MARGIN,EUR,2023-08-01,ACTIVE
A000001442,C00000197,PRIME_BROKERAGE,USD,2022-12-08,ACTIVE
A000001443,C00000816,PRIME_BROKERAGE,JPY,2020-03-06,ACTIVE
A000001444,C00000042,PRIME_BROKERAGE,JPY,2022-08-05,ACTIVE
A000001445,C00000230,CASH,EUR,2014-10-02,ACTIVE
A000001446,C00000401,CUSTODY,USD,2025-01-15,ACTIVE
A000001447,C00000782,CASH,USD,2024-06-15,ACTIVE
A000001448,C00000834,MARGIN,JPY,2025-09-15,ACTIVE
A000001449,C00000068,CASH,USD,2020-01-06,ACTIVE
A000001450,C00000645,MARGIN,JPY,2019-01-26,ACTIVE
A000001451,C00000418,PRIME_BROKERAGE,JPY,2014-07-29,ACTIVE
A000001452,C00000597,CUSTODY,EUR,2023-01-21,ACTIVE
A000001453,C00000378,CASH,USD,2025-11-25,ACTIVE
A000001454,C00000452,MARGIN,USD,2022-08-21,ACTIVE
A000001455,C00000966,MARGIN,USD,2017-03-26,ACTIVE
A000001456,C00000422,MARGIN,EUR,2018-07-20,ACTIVE
A000001457,C00000818,CASH,JPY,2015-08-23,ACTIVE
A000001458,C00000946,CASH,USD,2024-10-11,ACTIVE
A000001459,C00000270,CASH,HKD,2014-04-24,ACTIVE
A000001460,C00000994,CASH,USD,2021-01-26,ACTIVE
A000001461,C00000136,CUSTODY,USD,2022-06-09,ACTIVE
A000001462,C00000938,CUSTODY,USD,2024-07-02,ACTIVE
A000001463,C00000210,PRIME_BROKERAGE,HKD,2022-08-05,ACTIVE
A000001464,C00000081,MARGIN,USD,2023-10-02,ACTIVE
A000001465,C00000433,CASH,EUR,2019-02-24,ACTIVE
A000001466,C00000508,MARGIN,CAD,2017-11-04,ACTIVE
A000001467,C00000224,MARGIN,HKD,2019-08-16,ACTIVE
A000001468,C00000607,CASH,CAD,2019-01-12,ACTIVE
A000001469,C00000885,CASH,EUR,2024-02-27,ACTIVE
A000001470,C00000292,CUSTODY,USD,2021-09-06,ACTIVE
A000001471,C00000852,CASH,USD,2023-11-06,ACTIVE
A000001472,C00000927,MARGIN,GBP,2014-10-06,ACTIVE
A000001473,C00000192,CASH,JPY,2024-03-17,ACTIVE
A000001474,C00000916,PRIME_BROKERAGE,EUR,2022-03-09,ACTIVE
A000001475,C00000199,CASH,HKD,2016-11-10,ACTIVE
A000001476,C00000560,CASH,JPY,2016-06-15,ACTIVE
A000001477,C00000437,PRIME_BROKERAGE,USD,2020-10-29,ACTIVE
A000001478,C00000869,MARGIN,EUR,2019-02-19,ACTIVE
A000001479,C00000347,CASH,GBP,2025-10-06,ACTIVE
A000001480,C00000720,MARGIN,GBP,2016-08-30,ACTIVE
A000001481,C00000950,CUSTODY,USD,2024-11-27,ACTIVE
A000001482,C00000961,MARGIN,HKD,2014-08-27,ACTIVE
A000001483,C00000151,PRIME_BROKERAGE,USD,2026-03-24,ACTIVE
A000001484,C00000148,CASH,JPY,2022-03-25,ACTIVE
A000001485,C00000358,CASH,USD,2017-06-15,ACTIVE
A000001486,C00000676,CASH,GBP,2016-03-30,ACTIVE
A000001487,C00000704,CASH,EUR,2024-08-23,ACTIVE
A000001488,C00000789,CUSTODY,USD,2023-03-02,ACTIVE
A000001489,C00000408,CUSTODY,GBP,2025-05-23,ACTIVE
A000001490,C00000548,PRIME_BROKERAGE,USD,2016-08-19,ACTIVE
A000001491,C00000555,CASH,EUR,2025-11-30,CLOSED
A000001492,C00000130,PRIME_BROKERAGE,USD,2018-11-09,ACTIVE
A000001493,C00000975,MARGIN,GBP,2016-07-24,CLOSED
A000001494,C00000613,PRIME_BROKERAGE,USD,2019-09-25,ACTIVE
A000001495,C00000306,PRIME_BROKERAGE,USD,2014-10-16,ACTIVE
A000001496,C00000068,MARGIN,USD,2016-02-22,ACTIVE
A000001497,C00000520,MARGIN,JPY,2025-06-22,ACTIVE
A000001498,C00000452,CASH,HKD,2020-12-31,ACTIVE
A000001499,C00000412,MARGIN,USD,2022-02-02,ACTIVE
A000001500,C00000631,MARGIN,USD,2024-07-12,CLOSED
